ISIC4_국제표준산업분류,ISIC4_분류명,KSIC10_한국표준산업분류,KSIC10_분류명,HS2017_관세통계통합품목분류,HS2017_분류명
2399,그외 기타분류안된 비금속 광물 제품 제조업,20129,기타 기초 무기 화학 물질 제조업,710410,압전기용 석영
,,,,710420,"기타(원석, 단순히 톱질한 것이나 거칠게 성형한 것으로 한정한다)"
2011,기초 화학물질 제조업,20422,"치약, 비누 및 기타 세제 제조업",152000,"글리세롤(glycerol)(가공하지 않은 것으로 한정한다), 글리세롤 수(水), 글리세롤 폐액(廢液)"
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",,,290545,글리세롤
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310210,요소(수용액의 것인지에 상관없다)
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310221,황산암모늄
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310230,질산암모늄(수용액의 것인지에 상관없다)
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310260,질산칼슘ㆍ질산암모늄의 겹염과 혼합물
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310240,질산암모늄의 혼합물(탄산칼슘이나 그 밖의 비료성분이 아닌 무기물을 첨가한 것으로 한정한다)
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310280,요소ㆍ질산암모늄의 혼합물(수용액이나 암모니아용액을 혼합한 것으로 한정한다)
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310229,기타
,,,,310290,기타(위의 소호에 열거하지 않은 혼합물을 포함한다)
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310311,오산화인(P2O5)의 함유량이 전 중량의 100분의 35 이상인 것
,,,,310319,기타
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310390,기타
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310420,염화칼륨
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310430,황산칼륨
0891,화학용 및 비료원료용 광물 광업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",310490,기타
2012,비료 및 질소 화합물 제조업,,,,
2012,비료 및 질소 화합물 제조업,20312,복합비료 및 기타 화학비료 제조업,310520,질소ㆍ인ㆍ칼륨을 함유한 광물성 비료나 화학비료
2012,비료 및 질소 화합물 제조업,20312,복합비료 및 기타 화학비료 제조업,310530,오르토인산수소 이암모늄(인산이암모늄)
2012,비료 및 질소 화합물 제조업,20312,복합비료 및 기타 화학비료 제조업,310540,"오르토인산이수소암모늄(인산일암모늄), 이것과 오르토인산수소이암모늄(인산이암모늄)의 혼합물"
2012,비료 및 질소 화합물 제조업,20312,복합비료 및 기타 화학비료 제조업,310551,질산염과 인산염을 함유한 비료
,,,,310559,기타
2012,비료 및 질소 화합물 제조업,20312,복합비료 및 기타 화학비료 제조업,310560,인과 칼륨을 함유한 광물성 비료나 화학비료
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",283421,질산칼륨
2012,비료 및 질소 화합물 제조업,20312,복합비료 및 기타 화학비료 제조업,310590,기타
2012,비료 및 질소 화합물 제조업,20129,기타 기초 무기 화학 물질 제조업,281410,무수(無水)암모니아
2012,비료 및 질소 화합물 제조업,20129,기타 기초 무기 화학 물질 제조업,281420,암모니아수
2012,비료 및 질소 화합물 제조업,20311,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업",282710,염화암모늄
,,,,283410,아질산염
0141,소 및 버팔로 사육업,20313,유기질 비료 및 상토 제조업,310100,"동물성ㆍ식물성 비료(함께 혼합한 것인지 또는 화학적 처리를 한 것인지에 상관없다), 동물성ㆍ식물성 물품을 혼합하거나 화학적으로 처리한 비료"
0143,낙타과 동물 사육업,,,,
0144,양 및 염소 사육업,,,,
0145,돼지과 동물 사육업,,,,
0146,가금류 사육업,,,,
0891,화학용 및 비료원료용 광물 광업,,,,
2012,비료 및 질소 화합물 제조업,20312,복합비료 및 기타 화학비료 제조업,310510,이 류에 열거한 물품을 둥글넓적한(tablet) 모양이나 이와 유사한 모양으로 한 것이거나 용기를 포함한 한 개의 총중량이 10킬로그램 이하로 포장한 것
2021,농약 및 기타 화학비료 제품 제조업,20321,화학 살균ㆍ살충제 및 농업용 약제 제조업,380891,살충제
2021,농약 및 기타 화학비료 제품 제조업,20321,화학 살균ㆍ살충제 및 농업용 약제 제조업,380892,살균제
2021,농약 및 기타 화학비료 제품 제조업,20321,화학 살균ㆍ살충제 및 농업용 약제 제조업,380893,제초제ㆍ발아억제제ㆍ식물성장조절제
2021,농약 및 기타 화학비료 제품 제조업,20321,화학 살균ㆍ살충제 및 농업용 약제 제조업,380894,소독제
2021,농약 및 기타 화학비료 제품 제조업,20321,화학 살균ㆍ살충제 및 농업용 약제 제조업,380852,디디티(ISO)[클로페노탄(INN)](순중량이 300그램 이하로 포장한 것에 한정한다)
,,,,380859,기타
,,,,380899,기타
2021,농약 및 기타 화학비료 제품 제조업,20322,생물 살균ㆍ살충제 및 식물보호제 제조업,380861,순중량이 300그램 이하로 포장한 것
,,,,380862,순중량이 300그램 초과 7.5킬로그램 이하로 포장한 것
,,,,380869,기타
,,,,380891,살충제
2021,농약 및 기타 화학비료 제품 제조업,20322,생물 살균ㆍ살충제 및 식물보호제 제조업,380892,살균제
2021,농약 및 기타 화학비료 제품 제조업,20322,생물 살균ㆍ살충제 및 식물보호제 제조업,380893,제초제ㆍ발아억제제ㆍ식물성장조절제
2021,농약 및 기타 화학비료 제품 제조업,20322,생물 살균ㆍ살충제 및 식물보호제 제조업,380894,소독제
2021,농약 및 기타 화학비료 제품 제조업,20322,생물 살균ㆍ살충제 및 식물보호제 제조업,380852,디디티(ISO)[클로페노탄(INN)](순중량이 300그램 이하로 포장한 것에 한정한다)
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390110,폴리에틸렌(비중이 0.94 미만으로 한정한다)
,,,,390120,폴리에틸렌(비중이 0.94 이상으로 한정한다)
,,,,390130,에틸렌-초산비닐 공중합체
,,,,390140,에틸렌-알파-올레핀 공중합체(비중이 0.94 미만으로 한정한다)
,,,,390190,기타
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390311,발포성의 것
,,,,390319,기타
,,,,390320,스티렌-아크릴로니트릴 공중합체(SAN)
,,,,390330,아크릴로니트릴-부타디엔-스티렌 공중합체(ABS)
,,,,390390,기타
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390410,폴리(염화비닐)(다른 물질을 혼합하지 않은 것으로 한정한다)
,,,,390421,가소화하지 않은 것
,,,,390422,가소화한 것
,,,,390430,염화비닐-초산비닐 공중합체
,,,,390440,그 밖의 염화비닐 공중합체
,,,,390450,염화비닐리덴 중합체
,,,,390461,폴리테트라 플루오르에틸렌
,,,,390469,기타
,,,,390490,기타
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390710,폴리아세탈수지
,,,,390720,그 밖의 폴리에테르
,,,,390730,에폭시수지
,,,,390740,폴리카보네이트
,,,,390750,알키드수지
,,,,390761,점도번호가 그램당 78 밀리리터 이상인 것
,,,,390769,기타
,,,,390770,폴리(락트산)
,,,,390791,불포화의 것
,,,,390799,기타
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390210,폴리프로필렌
,,,,390220,폴리이소부틸렌
,,,,390230,프로필렌 공중합체
,,,,390290,기타
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390512,물에 분산된 것
,,,,390519,기타
,,,,390521,물에 분산된 것
,,,,390529,기타
,,,,390530,폴리(비닐알코올)[가수분해되지 않은 초산기(基)를 함유하였는지에 상관없다]
,,,,390591,공중합체(共重合體)
,,,,390599,기타
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390610,폴리(메틸 메타크리레이트)
,,,,390690,기타
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,391000,실리콘수지[일차제품(primary form)으로 한정한다]
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20202,합성수지 및 기타 플라스틱 물질 제조업,390810,"폴리아미드-6, -11, -12, -6,6, -6,9, -6,10 또는 -6,12"
,,,,390890,기타
,,,,390910,요소수지와 티오요소수지
,,,,390920,멜라민수지
,,,,390931,"폴리(메틸렌 페닐 이소시아네이트)(크루드 엠디아이, 중합 엠디아이)"
,,,,390939,기타
,,,,390940,페놀수지
,,,,390950,폴리우레탄
,,,,391110,석유수지ㆍ쿠마론ㆍ인덴ㆍ쿠마론-인덴수지ㆍ폴리테르펜
,,,,391190,기타
,,,,391211,가소화하지 않은 것
,,,,391212,가소화한 것
,,,,391220,질산셀룰로오스(콜로디온을 포함한다)
,,,,391231,카르복시메틸셀룰로오스와 그 염
,,,,391239,기타
,,,,391290,기타
,,,,391310,알긴산과 그 염ㆍ에스테르
,,,,391390,기타
,,,,391400,이온교환수지[제3901호부터 제3913호까지의 중합체를 기본 재료로 한 것으로서 일차제품(primary form)으로 한정한다]
2013,원시 형태의 플라스틱 및 합성 고무 제조업,20201,합성고무 제조업,400211,라텍스
,,,,400219,기타
,,,,400220,부타디엔 고무(BR)
,,,,400231,이소부텐-이소프렌 고무(부틸고무)(IIR)
,,,,400239,기타
,,,,400241,라텍스
,,,,400249,기타
,,,,400251,라텍스
,,,,400259,기타
,,,,400260,이소프렌 고무(IR)
,,,,400270,에틸렌-프로필렌-비공액 디엔 고무(EPDM)
,,,,400280,제4001호의 물품과 제4002호의 물품과의 혼합물
,,,,400291,라텍스
,,,,400299,기타
2022,"페인트와 니스, 유사 도료, 인쇄 잉크, 유향 수지 제조업",20411,일반용 도료 및 관련제품 제조업,320910,아크릴이나 비닐중합체를 기본 재료로 한 것
,,,,320990,기타
2022,"페인트와 니스, 유사 도료, 인쇄 잉크, 유향 수지 제조업",20411,일반용 도료 및 관련제품 제조업,320810,폴리에스테르를 기본 재료로 한 것
,,,,320820,아크릴이나 비닐중합체를 기본 재료로 한 것
,,,,320890,기타
2022,"페인트와 니스, 유사 도료, 인쇄 잉크, 유향 수지 제조업",20412,요업용 도포제 및 관련 제품 제조업,320710,조제 안료ㆍ조제 유백제(乳白劑)ㆍ조제 그림물감과 이와 유사한 조제품
,,,,320720,법랑과 유약ㆍ유약용 슬립과 이와 유사한 조제품
,,,,320730,액체 상태 러스터(lustre)와 이와 유사한 조제품
,,,,320740,유리 프리트(frit)와 그 밖의 유리[가루ㆍ알갱이ㆍ플레이크(flake) 모양인 것으로 한정한다]
2022,"페인트와 니스, 유사 도료, 인쇄 잉크, 유향 수지 제조업",20411,일반용 도료 및 관련제품 제조업,320710,조제 안료ㆍ조제 유백제(乳白劑)ㆍ조제 그림물감과 이와 유사한 조제품
,,,,320810,폴리에스테르를 기본 재료로 한 것
,,,,320910,아크릴이나 비닐중합체를 기본 재료로 한 것
,,,,321000,"그 밖의 페인트와 바니시(varnish)[에나멜ㆍ래커(lacquer)ㆍ디스템퍼(distemper)를 포함한다], 가죽의 완성가공용으로 사용하는 조제 수성안료"
,,,,321100,조제 드라이어
,,,,321210,스탬프용 박(箔)
,,,,321290,기타
,,,,321410,"유리 접합용 퍼티(putty)ㆍ접목용 퍼티(putty)ㆍ수지시멘트ㆍ코킹(caulking)화합물과 그 밖의 매스틱(mastic), 도장용 충전제"
,,,,321490,기타
,,,,381400,"유기혼합용제와 시너(thinner)(따로 분류되지 않은 것으로 한정한다), 조제한 페인트ㆍ바니시(varnish) 제거제"
2022,"페인트와 니스, 유사 도료, 인쇄 잉크, 유향 수지 제조업",20413,인쇄잉크 및 회화용 물감 제조업,321310,세트인 것
,,,,321390,기타
2022,"페인트와 니스, 유사 도료, 인쇄 잉크, 유향 수지 제조업",20413,인쇄잉크 및 회화용 물감 제조업,321511,흑색
,,,,321519,기타
2029,그외 기타분류안된 화학제품 제조업,20499,그 외 기타 분류 안된 화학제품 제조업,321590,기타
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,291821,살리실산과 그 염
,,,,291822,"오르토-아세틸살리실산, 그 염과 에스테르"
,,,,291823,그 밖의 살리실산의 에스테르와 이들의 염
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,292241,"리신과 그 에스테르, 이들의 염"
,,,,292242,글루탐산과 그 염
,,,,292310,콜린과 그 염
,,,,292320,레시틴과 그 밖의 포스포아미노리피드
,,,,292330,과불화옥탄 술폰산 테트라에틸암모늄
,,,,292340,과불화옥탄 술폰산 디데실디메틸암모늄
,,,,292390,기타
,,,,292411,메프로바메이트(INN)
,,,,292412,"플루오로아세트아미드(ISO), 모노크로토포스(ISO), 포스파미돈(ISO)"
,,,,292419,기타
,,,,292423,2-아세트아미도벤조산(엔-아세틸 안트라닐산)과 그 염
,,,,292424,에치나메이트(INN)
,,,,292425,알라클로르(ISO)
,,,,292429,기타
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,293220,락톤
,,,,293311,페나존(안티피린)과 그 유도체
,,,,293319,기타
,,,,293321,히단토인과 그 유도체
,,,,293352,말로닐우레아(바르비투르산)와 그 염
,,,,293353,아로바르비탈(INN)ㆍ아모바르비탈(INN)ㆍ바르비탈(INN)ㆍ부탈비탈(INN)ㆍ부토바르비탈(INN)ㆍ싸이클로바르비탈(INN)ㆍ메틸페노바르비탈(INN)ㆍ펜토바르비탈(INN)ㆍ페노바르비탈(INN)ㆍ섹부타바르비탈(INN)ㆍ세코바르비탈(INN)ㆍ비닐비탈(INN)과 이들의 염
,,,,293354,그 밖의 말로닐우레아 유도체(바르비투르산)와 이들의 염
,,,,293355,로프라졸람(INN)ㆍ메크로콰론(INN)ㆍ메타콰론(INN)ㆍ지페프롤(INN)과 이들의 염
,,,,293359,기타
,,,,293369,기타
,,,,293430,페노티아진고리의 구조를 가지는 화합물(수소를 첨가하였는지에 상관없으며 고리가 더 이상 붙지 않은 것으로 한정한다)
,,,,293510,엔-메틸과불화옥탄 술폰아미드
,,,,293520,엔-에틸과불화옥탄 술폰아미드
,,,,293530,엔-에틸-엔-(2-히드록시에틸)과불화옥탄 술폰아미드
,,,,293540,엔-(2-히드록시에틸)-엔-메틸과불화옥탄 술폰아미드
,,,,293550,그 밖의 과불화옥탄 술폰아미드
,,,,293590,기타
,,,,293980,기타
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,294000,"당류(화학적으로 순수한 것으로 한정하며, 자당ㆍ유당ㆍ맥아당ㆍ포도당ㆍ과당은 제외한다), 당에테르ㆍ당아세탈ㆍ당에스테르와 이들의 염(제2937호ㆍ제2938호ㆍ제2939호의 물품은 제외한다)"
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,293621,비타민 A와 이들의 유도체
,,,,293622,비타민 B1과 이들의 유도체
,,,,293623,비타민 B2와 이들의 유도체
,,,,293624,디-판토텐산이나 디엘-판토텐산(비타민 B3나 비타민 B5)과 이들의 유도체
,,,,293625,비타민 B6와 이들의 유도체
,,,,293626,비타민 B12와 이들의 유도체
,,,,293627,비타민 C와 이들의 유도체
,,,,293628,비타민 E와 이들의 유도체
,,,,293629,그 밖의 비타민과 이들의 유도체
,,,,293690,기타(천연의 프로비타민 농축물과 비타민 농축물을 포함한다)
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,293711,"소마토트로핀, 그 유도체와 이와 유사한 구조를 가지는 것"
,,,,293712,인슐린과 그 염
,,,,293719,기타
,,,,293721,코르티손ㆍ히드로코르티손ㆍ프레드니손(데히드로코르티손)ㆍ프레드니소론(데히드로히드로코르티손)
,,,,293722,코르티코스테로이드 호르몬의 할로겐화 유도체
,,,,293723,에스트로겐과 프로게스토겐
,,,,293729,기타
,,,,293750,"프로스타글렌딘, 트롬복산과 류코트리엔, 이들의 유도체와 이와 유사한 구조를 가지는 것"
,,,,293790,기타
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,293810,루토시드(루틴)와 그 유도체
,,,,293890,기타
,,,,293911,"양귀비 줄기 농축물, 버프레노핀(INN)ㆍ코데인ㆍ디히드로코데인(INN)ㆍ에틸모르핀ㆍ에토르핀(INN)ㆍ헤로인ㆍ히드로코돈(INN)ㆍ히드로모르폰(INN)ㆍ모르핀ㆍ니코모르핀(INN)ㆍ옥시코돈(INN)ㆍ옥시모르폰(INN)ㆍ폴코딘(INN)ㆍ테바콘(INN)ㆍ테바인, 이들의 염"
,,,,293919,기타
,,,,293920,"기나의 알칼로이드와 이들의 유도체, 이들의 염"
,,,,293930,카페인과 그 염
,,,,293941,에페드린과 그 염
,,,,293942,슈도에페드린(INN)과 그 염
,,,,293943,캐친(INN)과 그 염
,,,,293944,놀에페드린과 그 염
,,,,293949,기타
,,,,293951,페네틸린(INN)과 그 염
,,,,293959,기타
,,,,293961,엘고메트린(INN)과 그 염
,,,,293962,엘고타민(INN)과 그 염
,,,,293963,리세르그산과 그 염
,,,,293969,기타
,,,,293971,코카인ㆍ엑고닌ㆍ레보메탐페타민ㆍ메탐페타민(INN)ㆍ메탐페타민 레이스메이트 및 이들의 염ㆍ에스테르ㆍ그 밖의 유도체
,,,,293979,기타
2100,의료용 물질 및 의약품 제조업,21101,의약용 화합물 및 항생물질 제조업,294110,"페니실린과 페니실린산의 구조를 갖는 이들의 유도체, 이들의 염"
,,,,294120,"스트렙토마이신과 이들의 유도체, 이들의 염"
,,,,294130,"테트라사이클린과 이들의 유도체, 이들의 염"
,,,,294140,"클로람페니콜과 그 유도체, 이들의 염"
,,,,294150,"에리즈로마이신과 그 유도체, 이들의 염"
,,,,294190,기타
2100,의료용 물질 및 의약품 제조업,21210,완제 의약품 제조업,300310,"페니실린이나 이들의 유도체(페니실린산 구조를 가진 것으로 한정한다)를 함유한 것, 스트렙토마이신이나 이들의 유도체를 함유한 것"
,,21230,동물용 의약품 제조업,300320,기타(항생물질을 함유한 것으로 한정한다)
,,,,300331,인슐린을 함유한 것
,,,,300339,기타
,,,,300341,에페드린 또는 그 염을 함유한 것
,,,,300342,슈도에페드린(INN) 또는 그 염을 함유한 것
,,,,300343,놀에페드린 또는 그 염을 함유한 것
,,,,300349,기타
,,,,300360,기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다)
,,,,300390,기타
,,,,300410,"페니실린이나 이들의 유도체(페니실린산 구조를 가진 것으로 한정한다)를 함유한 것, 스트렙토마이신이나 이들의 유도체를 함유한 것"
,,,,300420,기타(항생물질을 함유한 것으로 한정한다)
,,,,300431,인슐린을 함유한 것
,,,,300432,코르티코스테로이드(corticosteroid) 호르몬을 함유한 것과 이들의 유도체나 그와 유사한 구조를 가지는 것
,,,,300439,기타
,,,,300441,에페드린 또는 그 염을 함유한 것
,,,,300442,슈도에페드린(INN) 또는 그 염을 함유한 것
,,,,300443,놀에페드린 또는 그 염을 함유한 것
,,,,300449,기타
,,,,300450,기타(제2936호의 비타민이나 그 밖의 물품을 함유한 것으로 한정한다)
,,,,300460,기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다)
,,,,300490,기타
,,,,300310,"페니실린이나 이들의 유도체(페니실린산 구조를 가진 것으로 한정한다)를 함유한 것, 스트렙토마이신이나 이들의 유도체를 함유한 것"
,,,,300320,기타(항생물질을 함유한 것으로 한정한다)
2100,의료용 물질 및 의약품 제조업,21102,생물학적 제제 제조업,300120,선(腺)이나 그 밖의 기관의 추출물이나 이들의 분비물의 추출물
,,,,300190,기타
2100,의료용 물질 및 의약품 제조업,21102,생물학적 제제 제조업,300211,말라리아 진단 테스트 키트
,,,,300212,면역혈청과 그 밖의 혈액 분획물
,,,,300213,"면역물품(혼합하지 않은 것에 한정하며, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)"
,,,,300214,"면역물품(혼합된 것에 한정하며, 일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것은 제외한다)"
,,,,300215,"면역물품(일정한 투여량으로 한 것, 소매용 모양이나 포장을 한 것에 한정한다)"
,,,,300219,기타
,,,,300220,백신(인체의약용으로 한정한다)
,,,,300230,백신(동물의약용으로 한정한다)
,,,,300290,기타
2100,의료용 물질 및 의약품 제조업,21102,생물학적 제제 제조업,300660,제2937호의 호르몬과 기타 제품이나 살정자제(殺精子劑)를 기본 재료로 하는 피임성의 화학조제품
,,21300,의료용품 및 기타 의약 관련제품 제조업,,
2100,의료용 물질 및 의약품 제조업,20499,그 외 분류 안된 화학제품 제조업,300620,혈액형 분류용 시약
,,,,300630,"엑스선 검사용 조영제, 환자에 투여할 진단용 시약"
2100,의료용 물질 및 의약품 제조업,21300,의료용품 및 기타 의약 관련제품 제조업,300510,접착성 피복재와 접착층을 갖는 그 밖의 물품
,,,,300590,기타
3250,의료 및 치과용 기기 및 용품 제조업,21300,의료용품 및 기타 의약 관련제품 제조업,300610,"살균한 외과용 캣거트(catgut)ㆍ이와 유사한 살균한 봉합재[살균한 외과용이나 치과용 흡수성 실을 포함한다]ㆍ살균한 수술상처의 봉합용 접착제, 살균한 라미나리아(laminaria)와 살균한 라미나리아(laminaria)의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다)"
,,,,300640,"치과용 시멘트와 그 밖의 치과용 충전제, 뼈 형성용 시멘트"
,,,,300650,구급상자와 구급대
,,,,300670,외과수술이나 신체검사를 할 때 신체 각 부분의 윤활제로 사용되거나 신체와 의료기기 사이의 접착약품으로서 사람이나 수의약에 사용되는 겔(gel) 조제품
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20421,계면활성제 제조업,340211,음이온성
,,,,340212,양이온성
,,,,340213,비이온성
,,,,340219,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20422,"치약, 비누 및 기타 세제 제조업",340111,화장용(약용을 포함한다)
,,,,340119,기타
,,,,340120,그 밖의 모양의 비누
,,,,340130,"피부세척용 유기계면활성제품과 조제품(액체나 크림 형태의 소매용으로 한정하며, 비누를 함유한 것인지에 상관없다)"
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20422,"치약, 비누 및 기타 세제 제조업",340220,소매용 조제품
,,,,340290,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20423,화장품 제조업,330300,향수와 화장수
,,,,330410,입술화장용 제품류
,,,,330420,눈화장용 제품류
,,,,330430,매니큐어용 제품류와 페디큐어(pedicure)용 제품류
,,,,330491,가루(압축한 것인지에 상관없다)
,,,,330499,기타
,,,,330710,면도용 제품류
,,,,330720,인체용 탈취제와 땀 억제제
,,,,330730,향을 첨가한 목욕용 염과 그 밖의 목욕용 제품류
,,,,330790,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20423,화장품 제조업,330510,샴푸
,,,,330520,퍼머넌트 웨이빙(permanent waving)용이나 스트레이트닝(straightening)용 제품류
,,,,330530,헤어 래커(hair lacquer)
,,,,330590,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20423,화장품 제조업,330610,치약
,,,,330620,치간 청결용 실[치실(dental floss)]
,,,,330690,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20424,표면 광택제 및 실내 가향제 제조업,330741,아가바티(agarbatti)와 그 밖의 연소시켜 사용하는 향기성의 조제품
,,,,330749,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20424,표면 광택제 및 실내 가향제 제조업,340420,폴리(옥시에틸렌)(폴리에틸렌글리콜)의 것
,,,,340490,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20424,표면 광택제 및 실내 가향제 제조업,340510,신발용이나 가죽용 광택제ㆍ크림과 이와 유사한 조제품
,,,,340520,목제가구ㆍ마루나 그 밖의 목제품의 유지용 광택제ㆍ크림과 이와 유사한 조제품
,,,,340530,차체(coachwork)용 광택제와 이와 유사한 조제품(금속용 광택제는 제외한다)
,,,,340590,기타
2023,"비누와 세제, 청소 및 연마 제제, 향수와 방향제 제조업",20424,표면 광택제 및 실내 가향제 제조업,340540,조제 연마페이스트(paste)ㆍ조제 연마가루와 그 밖의 연마용 조제품
2029,그외 기타분류안된 화학제품 제조업,20499,그 외 기타 분류 안된 화학제품 제조업,330112,오렌지유
,,,,330113,레몬유
,,,,330119,기타
,,,,330124,박하유[멘타 피페리타(Mentha piperita)]
,,,,330125,그 밖의 민트류로 만든 것
,,,,330129,기타
,,,,330130,레지노이드(resinoid)
,,,,330190,기타
,,,,330210,식품공업용이나 음료공업용
,,,,330290,기타
2029,그외 기타분류안된 화학제품 제조업,20493,접착제 및 젤라틴 제조업,350190,기타
,,,,350220,밀크알부민(둘 이상의 유장단백질의 농축물을 포함한다)
,,,,350290,기타
,,,,350300,"젤라틴[직사각형(정사각형의 것을 포함한다) 시트(sheet) 모양인 것을 포함하며, 표면가공이나 착색한 것인지에 상관없다]과 젤라틴 유도체, 아이징글라스(isinglass), 그 밖의 동물성 글루(glue)[제3501호의 카세인 글루(casein glue)는 제외한다]"
,,,,350400,"펩톤(peptone)과 이들의 유도체, 그 밖의 단백질계 물질과 이들의 유도체(따로 분류되지 않은 것으로 한정한다), 하이드파우더(hide powder)(크롬명반을 첨가한 것인지에 상관없다)"
,,,,350520,글루(glue)
,,,,350610,"글루(glue)나 접착제로 사용하기에 적합한 물품[소매용으로 한 글루(glue)나 접착제로서, 순중량이 1킬로그램 이하인 것으로 한정한다]"
,,,,350691,제3901호부터 제3913호까지의 폴리머(polymer)나 고무를 기본 재료로 한 접착제
,,,,350699,기타
2029,그외 기타분류안된 화학제품 제조업,20499,그 외 기타 분류 안된 화학제품 제조업,340311,방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품
,,,,340319,기타
,,,,340391,방직용 재료ㆍ가죽ㆍ모피나 그 밖의 재료의 처리용 조제품
,,,,340399,기타
2029,그외 기타분류안된 화학제품 제조업,20499,그 외 기타 분류 안된 화학제품 제조업,381111,납화합물을 기본 재료로 한 것
,,,,381119,기타
,,,,381121,석유나 역청유(瀝靑油)를 함유하는 것
,,,,381129,기타
,,,,381190,기타
2029,그외 기타분류안된 화학제품 제조업,20499,그 외 기타 분류 안된 화학제품 제조업,381900,유압제동액과 그 밖의 조제 유압전동액[석유나 역청유(瀝靑油)를 함유하지 않거나 석유나 역청유(瀝靑油)의 함유량이 전 중량의 100분의 70 미만인 것으로 한정한다]
,,,,382000,부동(不凍) 조제품과 조제 제빙액
